full_text,tweet_english,klasifikasi
2 pp 25 tahun 2020 selenggara tabung rumah rakyat baik dalam operasional maupun tingkat kualitas layan di utama,2 pp 25 of 2020 organize people's home tubes both in terms of operations and service quality levels in the main,Positif
2 selenggara webinar tuju dapat gambar bagaimana strategi program tabung rumah rakyat tapera jadi solusi atas backlog rumah jadi,2 held a webinar aimed at getting a picture of how the Tapera people's housing savings program strategy is a solution to the backlog of finished houses,Netral
otoritas jasa uang ojk terbit atur baru ketat awas badan kelola tabung rumah rakyat alias bp tapera,"The OJK money services authority issued new regulations to strictly supervise the People's Home Savings Management Agency, aka BP Tapera",Positif
kemenkeu harus belum milik rumah boleh ikut program tabung rumah rakyat tapera,The Ministry of Finance must not own a house to be able to participate in the Tapera People's Home Savings Program,Positif
anggota dpr ri fraksi partai adil sejahtera pks anis byarwati kritisi bijak perintah soal atur perintah pp nomor 25 tahun 2020 selenggara tabung rumah rakyat tapera,"Member of the Indonesian House of Representatives from the PKS Fair and Prosperous Party faction, Anis Byarwati, criticized the wise order regarding the regulation of PP number 25 of 2020 regarding the implementation of the Tapera people's housing fund",Positif
pensiun pns ahli waris siapsiap cek rekening badan kelola tabung rumah rakyat bp tapera cair dana tabung rumah besar rp 1 83 triliun,"pension for civil servants, heirs get ready to check the account of the people's house savings agency BP Tapera disbursement of big house savings funds IDR 1 83 trillion",Positif
apa tapera tapera rupa akronim tabung rumah rakyat rujuk pp nomor 25 tahun 2020 tabung sebut upa simpan uang laku serta tapera periodik jangka waktu tentu,"What is Tapera, Tapera, the acronym for People's House Tube, referring to PP number 25 of 2020, what is Tube called for saving selling money and periodic tapera for a fixed period?",Positif
badan kelola tabung rumah rakyat bp tapera sama 40 bank salur menandatangani janji kerja sama salur dana fasilitas biaya rumah flpp lengkap,People's House Savings Management Agency BP Tapera and 40 Channel Banks Sign Collaboration Agreement for Fund Channels Complete FLPP House Fee Facility,Positif
bp tapera tempat dana tabung rumah rakyat kelola masuk pasar modal,BP Tapera is where people's home savings funds are managed by entering the capital market,Netral
badan kelola tabung rumah rakyat bp tapera gelar lomba karya tulis jurnalistik fotografer baik media massa maupun umum,BP Tapera People's Housing Fund Management Agency holds journalistic writing competition for photographers from both mass media and the general public,Positif
tabung rumah rakyat tapera harap dapat bantu manfaat masyarakat kalang nonmbr masyarakat hasil rendah hasil batas dapat milik rumah,"Tapera People's Home Tube hopes to help benefit the non-mbr community, low-yield communities with limited income can own a house",Positif
badan kelola tabung rumah rakyat salur dana fasilitas likuiditas biaya rumah 100 persen target tetap perintah,"People's Home Savings Management Agency distributes funds to liquidity facilities, house fees 100 percent target remains in command",Netral
pt bank rakyat indonesia tbk bri teken kontrak penandatanganan dana tapera kpdt badan tabung tabung rumah rakyat bp tapera,PT Bank Rakyat Indonesia Tbk Bri signs contract signing Tapera funds to the People's House tube agency BP Tapera,Netral
kepala bkn juga sekjen korpri bima haria wibisana kata wajar banyak pns protes kait bijak tapera tabung rumah rakyat,the head is not also the secretary general of Korpri Bima Haria Wibisana said it is normal that many civil servants protest wise hooks Tapera Tube People's House,Positif
dana fasilitas likuiditas biaya rumah flpp lama kelola pusat kelola dana biaya rumah ppdpp integrasi badan kelola tabung rumah rakyat bp tapera 2022,fund liquidity facility old flpp house fees central management fund management house fees ppdpp integration governing body tube people's house bp tapera 2022,Positif
badan kelola tabung rumah rakyat bp tapera target 13 juta serta lima tahun periode tabung rumah,"the people's home savings management body, BP Tapera, has a target of 13 million and a five-year period for home savings",Netral
terima manfaat biaya rumah program tabung rumah rakyat tapera beri fasilitas renovasi rumah,"Receive benefits from the house costs of the Tapera people's housing savings program, providing home renovation facilities",Netral
salah satu sumber dana program tabung rumah rakyat tapera asal limpah dana fasilitas likuiditas biaya rumah flpp,one of the sources of funds for the Tapera people's home savings program as long as there is an abundance of funds for the FLPP home cost liquidity facility,Negatif
badan kelola tabung rumah rakyat bp tapera bidik 50 ribu kerja informal mandiri jadi serta bp tapera 2023 upaya akan realisasi gandeng bagai komunitas kerja sektor informal,BP Tapera's people's home savings agency aims to create 50 thousand independent informal jobs and BP Tapera's 2023 efforts will realize collaboration as an informal sector work community,Netral
jumlah alas aji fspmi tolak tabung rumah rakyat lewat id,number of aji fspmi base reject people's house savings via ID,Negatif
lantik komisioner badan kelola tabung rumah bp tapera economic zone adi setianto resmi lantik jadi komisioner badan kelola tabung rumah rakyat bp tapera jakarta jumat 293 lantik bagai tindak lanjut,inaugurates commissioner of bp tapera economic zone housing savings management body adi setiato officially inaugurated as commissioner of bp tapera people's housing savings management body jakarta friday 293 inauguration as follow-up,Positif
dana kumpul lalu tabung rumah rakyat lanjut guna bangun rumah layak kemudian serah serta tapera,The funds are collected and then saved for people's homes to build a decent house and then handed over and tapera,Positif
jumlah rp 2 5 triliun nila rp 2 triliun jadi dana kelola hasil guna penuh butuh biaya operasional amp investasi badan kelola tabung rumah rakyat lanjut,"amount of IDR 2.5 trillion worth IDR 2 trillion so that the proceeds management fund is fully utilized, requires operational costs & investment for the people's house savings management body continued",Positif
bank btn siap biaya rumah komunitas cukur rambut garut economic zone presiden republik indonesia joko widodo isteri sama direktur utama pt bank tabung negara persero tbk maryono menteri kerja umum rumah rakyat,bank btn ready for house costs hair shaving community garut economic zone president of the republic of indonesia joko widodo wife of main director pt bank tube state persero tbk maryono minister of public works house of people,Positif
jalan sehat hapernas economic zone direktur utama pt bank tabung negara persero tbk maryono sama menteri kerja umum rumah rakyat basuki hadimoeljono lepas serta jalan sehat kantor tri pupera,healthy walk hapernas economic zone main director of pt bank tube state persero tbk maryono with minister of public works basuki hadimoeljono free and healthy walk tri pupera office,Positif
bicara soal milik rumah asn kebumen pemkab upaya bantu milik rumah lalu bapertarumpns yg kini ubah jadi tapera tabung rumah rakyat laku dg harap penuh sejahtera pns tingkat motivasi amp kerja,"talking about home ownership for civil servants in Kebumen, the district government's efforts to help with home ownership, then the bapertarumpns which has now been transformed into a tapera tube for people's homes is being sold with the hope of full prosperity for civil servants, level of motivation & work",Positif
akhir akan selaras program target persero misi perintah holding perban program tabung rumah rakyat tapera akan realisasi detikcom,"The end will be in line with the Persero Mission's target program, the bandage holding order, the Tapera People's Home Tube Program, will be realized by detikcom",Netral
tiga kuat kerjasama mitra perintah biaya kpr utama program tabung rumah rakyat tapera akan launching,"three strong collaboration partners for the main mortgage costs, the Tapera people's home savings program will be launched",Positif
jokowi terbit pp no 57 tahun 2018 modal awal badan kelola tabung rumah rakyat atur yg bantu msyrkt hasil rendah milik rumah,Jokowi issued PP No. 57 of 2018. Initial capital for people's home savings management bodies regulates those that help low-yield communities own homes,Positif
tiga tabung rumah rakyat tapera bantu biaya rumah ajak swasta ikut program kpbu,Three Tapera People's Home Tubes help with housing costs and invite the private sector to join the PPP program,Netral
perintah beri modal awal badan kelola tabung rumah rakyat rp2 5 triliun,order to give initial capital to the people's home savings management body IDR 2 5 trillion,Netral
perintah tetap namanama angkat jadi komisioner deputi komisioner badan kelola tabung rumah rakyat bp tapera,Namanama's standing order was appointed as deputy commissioner of BP Tapera's People's Home Savings Management Agency,Netral
presiden joko widodo resmi tetap urus badan kelola tabung rumah rakyat,President Joko Widodo officially remains in charge of the People's House Tube management body,Netral
timbang dukung giat operasional giat investasi badan kelola tabung rumah rakyat bp tapera perintah pandang perlu beri modal awal badan kelola tabung rumah rakyat sumber apbn,"consider support, be operationally active, invest actively, the people's home savings management body, bp Tapera, orders, view that it is necessary to provide initial capital, the people's home savings management body, source of APBN",Negatif
bank tabung negara jalin kerja sama bumn rumah ini penuh minta rumah rakyat indonesia,"State Tube Bank collaborates with state-owned companies, this house is full of demand for Indonesian people's homes",Positif
empat selaras program target persero misi perintah holding perban program tabung rumah rakyat tapera yang akan realisasi top,four aligned target programs of the Persero Misi command holding bandage program for the Tapera people's home savings program which will be realized top,Positif
